lat,lon,month,solar_kwh_m2_day,wind_ms,temp_c
66.0,-30.0,5,7.16,4.621,0.96
66.0,-30.0,6,7.684,4.725,7.45
66.0,-30.0,7,7.797,4.142,10.0
66.0,-30.0,8,5.567,4.452,7.2
66.0,-30.0,9,3.12,4.777,0.17
66.0,-30.0,10,1.496,5.1,-9.86
66.0,-30.0,11,0.281,5.844,-20.59
66.0,-30.0,12,0.0,5.627,-27.79
66.0,-15.0,1,0.104,6.193,-31.58
66.0,-15.0,2,1.278,6.407,-28.52
66.0,-15.0,3,2.923,5.518,-21.01
66.0,-15.0,4,5.54,5.296,-11.62
66.0,-15.0,5,7.041,5.355,-1.5
66.0,-15.0,6,7.599,4.926,8.49
66.0,-15.0,7,7.665,3.93,9.48
66.0,-15.0,8,5.658,5.313,7.24
66.0,-15.0,9,3.103,4.788,1.6
66.0,-15.0,10,1.647,5.035,-8.99
66.0,-15.0,11,0.289,5.512,-22.03
66.0,-15.0,12,0.08,6.364,-28.74
66.0,0.0,1,0.258,7.007,-33.08
66.0,0.0,2,1.04,6.626,-27.92
66.0,0.0,3,3.145,5.263,-20.99
66.0,0.0,4,5.568,5.094,-10.35
66.0,0.0,5,7.366,4.436,-0.57
66.0,0.0,6,7.58,4.362,6.79
66.0,0.0,7,7.528,4.342,11.36
66.0,0.0,8,5.53,4.666,6.91
66.0,0.0,9,3.309,5.147,0.43
66.0,0.0,10,1.56,5.15,-11.93
66.0,0.0,11,0.323,5.634,-21.61
66.0,0.0,12,0.0,6.319,-29.8
66.0,15.0,1,0.183,6.624,-31.48
66.0,15.0,2,1.03,6.392,-26.78
66.0,15.0,3,3.064,5.556,-19.97
66.0,15.0,4,5.55,5.459,-10.89
66.0,15.0,5,7.258,4.477,1.24
66.0,15.0,6,7.501,4.861,9.13
66.0,15.0,7,7.492,4.461,11.39
66.0,15.0,8,5.706,4.225,7.07
66.0,15.0,9,3.484,4.285,0.58
66.0,15.0,10,1.417,5.581,-12.43
66.0,15.0,11,0.445,5.882,-21.08
66.0,15.0,12,0.111,5.986,-29.62
66.0,30.0,1,0.164,6.507,-30.59
66.0,30.0,2,0.931,6.41,-26.74
66.0,30.0,3,3.047,6.132,-18.85
66.0,30.0,4,5.387,5.394,-7.76
66.0,30.0,5,7.328,4.708,3.59
66.0,30.0,6,7.662,4.821,11.89
66.0,30.0,7,7.466,4.788,11.15
66.0,30.0,8,5.534,4.968,9.7
66.0,30.0,9,3.044,5.144,2.12
66.0,30.0,10,1.354,5.891,-8.36
66.0,30.0,11,0.373,6.457,-17.8
66.0,30.0,12,0.001,6.076,-29.29
66.0,45.0,1,0.283,6.482,-30.46
66.0,45.0,2,1.123,6.248,-24.47
66.0,45.0,3,2.904,6.169,-17.86
66.0,45.0,4,5.542,5.217,-5.65
66.0,45.0,5,7.362,4.806,4.85
66.0,45.0,6,7.6,4.82,12.68
66.0,45.0,7,7.607,4.175,15.88
66.0,45.0,8,5.445,4.766,13.76
66.0,45.0,9,3.024,4.116,4.58
66.0,45.0,10,1.418,5.453,-5.74
66.0,45.0,11,0.362,5.909,-20.83
66.0,45.0,12,0.041,6.786,-25.47
66.0,60.0,1,0.166,6.09,-28.32
66.0,60.0,2,1.058,5.762,-26.37
66.0,60.0,3,2.851,5.912,-15.28
66.0,60.0,4,5.587,4.83,-5.95
66.0,60.0,5,7.46,4.712,3.76
66.0,60.0,6,7.493,4.25,14.47
66.0,60.0,7,7.363,4.094,16.49
66.0,60.0,8,5.428,4.079,15.21
66.0,60.0,9,3.183,5.243,6.09
66.0,60.0,10,1.471,5.396,-4.64
66.0,60.0,11,0.4,5.083,-18.29
66.0,60.0,12,0.045,6.575,-24.68
66.0,75.0,1,0.129,6.332,-26.27
66.0,75.0,2,1.133,6.947,-24.08
66.0,75.0,3,2.943,5.418,-16.92
66.0,75.0,4,5.747,5.551,-4.35
66.0,75.0,5,7.722,4.387,7.04
66.0,75.0,6,7.476,4.302,14.15
66.0,75.0,7,7.536,3.805,17.62
66.0,75.0,8,5.712,4.361,15.43
66.0,75.0,9,3.238,4.939,7.19
66.0,75.0,10,1.569,5.627,-4.64
66.0,75.0,11,0.438,5.866,-16.1
66.0,75.0,12,0.184,6.482,-25.16
66.0,90.0,1,0.241,6.127,-28.45
66.0,90.0,2,1.04,5.752,-25.26
66.0,90.0,3,2.903,6.303,-16.11
66.0,90.0,4,5.627,5.534,-7.51
66.0,90.0,5,7.281,4.755,7.01
66.0,90.0,6,7.476,4.35,14.84
66.0,90.0,7,7.745,4.59,18.0
66.0,90.0,8,5.633,3.732,15.61
66.0,90.0,9,3.281,5.011,6.09
66.0,90.0,10,1.37,6.002,-6.1
66.0,90.0,11,0.233,5.901,-15.23
66.0,90.0,12,0.0,5.807,-24.81
66.0,105.0,1,0.19,6.175,-29.46
66.0,105.0,2,1.193,5.647,-25.09
66.0,105.0,3,3.083,5.574,-17.09
66.0,105.0,4,5.65,4.806,-5.97
66.0,105.0,5,7.57,4.635,5.47
66.0,105.0,6,7.451,4.077,14.93
66.0,105.0,7,7.399,4.578,16.09
66.0,105.0,8,5.62,4.742,13.49
66.0,105.0,9,3.237,4.605,5.22
66.0,105.0,10,1.527,5.215,-6.63
66.0,105.0,11,0.384,5.697,-18.77
66.0,105.0,12,0.0,5.521,-24.32
66.0,120.0,1,0.146,6.546,-29.7
66.0,120.0,2,1.077,6.294,-24.47
66.0,120.0,3,2.932,5.536,-17.97
66.0,120.0,4,5.664,4.822,-8.54
66.0,120.0,5,7.403,3.789,5.02
66.0,120.0,6,7.664,3.498,11.71
66.0,120.0,7,7.224,4.003,13.27
66.0,120.0,8,5.513,3.965,12.48
66.0,120.0,9,3.014,4.572,3.38
66.0,120.0,10,1.515,5.426,-8.0
66.0,120.0,11,0.273,5.47,-19.08
66.0,120.0,12,0.129,5.82,-26.4
66.0,135.0,1,0.303,6.18,-28.0
66.0,135.0,2,1.23,5.747,-26.24
66.0,135.0,3,2.984,5.485,-20.73
66.0,135.0,4,5.486,4.744,-9.16
66.0,135.0,5,7.313,4.415,2.47
66.0,135.0,6,7.276,3.522,9.02
66.0,135.0,7,7.613,3.996,13.14
66.0,135.0,8,5.426,3.889,10.01
66.0,135.0,9,3.011,4.743,2.68
66.0,135.0,10,1.601,5.419,-9.36
66.0,135.0,11,0.288,5.378,-18.8
66.0,135.0,12,0.0,5.853,-29.7
66.0,150.0,1,0.203,6.625,-31.32
66.0,150.0,2,0.943,5.546,-28.67
66.0,150.0,3,2.913,5.977,-19.44
66.0,150.0,4,5.477,4.505,-10.75
66.0,150.0,5,7.505,4.323,1.53
66.0,150.0,6,7.332,4.017,6.75
66.0,150.0,7,7.65,3.698,8.79
66.0,150.0,8,5.715,4.479,7.84
66.0,150.0,9,3.225,4.258,-0.67
66.0,150.0,10,1.472,4.571,-10.98
66.0,150.0,11,0.528,5.837,-21.45
66.0,150.0,12,0.0,6.059,-28.14
66.0,165.0,1,0.12,5.211,-30.73
66.0,165.0,2,1.135,5.7,-31.01
66.0,165.0,3,3.083,4.923,-20.37
66.0,165.0,4,5.42,4.892,-11.37
66.0,165.0,5,7.104,4.386,-0.39
66.0,165.0,6,7.465,3.953,7.7
66.0,165.0,7,7.519,3.774,8.0
66.0,165.0,8,5.406,4.042,6.59
66.0,165.0,9,3.317,4.471,-0.41
66.0,165.0,10,1.314,4.806,-10.44
66.0,165.0,11,0.495,5.293,-21.53
66.0,165.0,12,0.127,5.392,-28.63
68.0,-180.0,1,0.378,5.931,-35.4
68.0,-180.0,2,0.88,5.74,-31.16
68.0,-180.0,3,2.687,5.013,-23.77
68.0,-180.0,4,5.62,5.063,-12.97
68.0,-180.0,5,7.262,4.144,-2.32
68.0,-180.0,6,7.402,3.759,5.77
68.0,-180.0,7,7.742,3.552,7.63
68.0,-180.0,8,5.28,3.597,7.38
68.0,-180.0,9,3.003,4.252,-0.99
68.0,-180.0,10,1.077,5.155,-14.11
68.0,-180.0,11,0.031,5.444,-23.14
68.0,-180.0,12,0.045,5.479,-30.96
68.0,-165.0,1,0.0,5.693,-33.07
68.0,-165.0,2,0.508,5.404,-30.2
68.0,-165.0,3,2.765,5.369,-21.43
68.0,-165.0,4,5.481,5.369,-11.7
68.0,-165.0,5,7.175,4.499,-0.9
68.0,-165.0,6,7.566,3.71,8.28
68.0,-165.0,7,7.849,3.812,12.19
68.0,-165.0,8,5.455,3.445,8.32
68.0,-165.0,9,2.778,4.36,0.36
68.0,-165.0,10,1.215,3.979,-11.85
68.0,-165.0,11,0.16,5.685,-23.58
68.0,-165.0,12,0.119,5.905,-30.27
68.0,-150.0,1,0.0,6.12,-32.35
68.0,-150.0,2,0.988,5.16,-27.81
68.0,-150.0,3,2.663,5.41,-22.44
68.0,-150.0,4,5.363,5.16,-10.69
68.0,-150.0,5,7.17,3.892,-0.25
68.0,-150.0,6,7.545,3.83,7.8
68.0,-150.0,7,7.581,4.006,11.25
68.0,-150.0,8,5.381,3.779,10.09
68.0,-150.0,9,2.933,4.248,0.23
68.0,-150.0,10,1.328,4.981,-10.86
68.0,-150.0,11,0.085,5.147,-20.94
68.0,-150.0,12,0.102,6.285,-29.87
68.0,-135.0,1,0.0,5.698,-33.49
68.0,-135.0,2,0.672,5.984,-30.3
68.0,-135.0,3,2.709,5.228,-20.94
68.0,-135.0,4,5.29,4.556,-7.25
68.0,-135.0,5,7.144,4.188,3.45
68.0,-135.0,6,7.833,4.157,10.58
68.0,-135.0,7,7.731,3.454,13.69
68.0,-135.0,8,5.477,3.367,11.69
68.0,-135.0,9,2.8,4.472,0.11
68.0,-135.0,10,1.211,4.222,-9.07
68.0,-135.0,11,0.051,5.128,-20.94
68.0,-135.0,12,0.014,6.561,-28.33
68.0,-120.0,1,0.069,5.663,-30.14
68.0,-120.0,2,0.637,5.247,-28.44
68.0,-120.0,3,2.711,4.72,-20.22
68.0,-120.0,4,5.57,4.28,-8.17
68.0,-120.0,5,7.41,4.685,3.45
68.0,-120.0,6,7.5,4.022,12.28
68.0,-120.0,7,7.672,3.722,16.76
68.0,-120.0,8,5.452,3.971,13.57
68.0,-120.0,9,2.918,4.513,2.73
68.0,-120.0,10,1.247,5.301,-8.05
68.0,-120.0,11,0.011,5.396,-17.8
68.0,-120.0,12,0.038,5.223,-28.48
68.0,-105.0,1,0.055,6.254,-30.52
68.0,-105.0,2,0.814,5.33,-29.85
68.0,-105.0,3,2.956,5.967,-20.01
68.0,-105.0,4,5.249,5.136,-7.16
68.0,-105.0,5,7.204,4.394,6.56
68.0,-105.0,6,7.644,4.195,13.44
68.0,-105.0,7,7.791,4.423,16.77
68.0,-105.0,8,5.315,4.136,14.47
68.0,-105.0,9,2.807,4.37,5.18
68.0,-105.0,10,1.14,4.968,-6.62
68.0,-105.0,11,0.174,5.436,-18.99
68.0,-105.0,12,0.0,5.644,-27.52
68.0,-90.0,1,0.39,5.895,-32.35
68.0,-90.0,2,0.777,5.491,-25.71
68.0,-90.0,3,2.76,5.667,-18.78
68.0,-90.0,4,5.51,4.842,-5.9
68.0,-90.0,5,7.326,4.485,2.94
68.0,-90.0,6,7.493,3.457,13.34
68.0,-90.0,7,7.65,3.952,15.02
68.0,-90.0,8,5.241,4.452,12.67
68.0,-90.0,9,3.006,4.996,5.95
68.0,-90.0,10,1.149,4.487,-5.61
68.0,-90.0,11,0.272,5.224,-19.52
68.0,-90.0,12,0.074,6.273,-26.8
68.0,-75.0,1,0.097,6.381,-31.34
68.0,-75.0,2,0.875,6.121,-27.79
68.0,-75.0,3,2.81,5.601,-21.36
68.0,-75.0,4,5.195,5.671,-7.72
68.0,-75.0,5,7.245,4.811,3.86
68.0,-75.0,6,7.34,4.271,11.8
68.0,-75.0,7,7.253,4.382,14.49
68.0,-75.0,8,5.509,4.453,12.7
68.0,-75.0,9,2.961,4.436,4.29
68.0,-75.0,10,1.256,5.539,-8.63
68.0,-75.0,11,0.365,5.504,-18.36
68.0,-75.0,12,0.0,6.239,-27.05
68.0,-60.0,1,0.111,6.449,-32.95
68.0,-60.0,2,0.708,6.635,-28.61
68.0,-60.0,3,2.905,5.266,-20.15
68.0,-60.0,4,5.385,4.896,-7.27
68.0,-60.0,5,7.295,4.866,3.46
68.0,-60.0,6,7.886,3.901,9.7
68.0,-60.0,7,7.748,4.031,12.3
68.0,-60.0,8,5.38,4.462,11.47
68.0,-60.0,9,2.99,5.075,1.64
68.0,-60.0,10,1.725,5.235,-8.72
68.0,-60.0,11,0.027,5.675,-21.5
68.0,-60.0,12,0.0,6.775,-29.26
68.0,-45.0,1,0.221,5.981,-33.4
68.0,-45.0,2,0.999,5.652,-30.31
68.0,-45.0,3,2.795,5.004,-21.08
68.0,-45.0,4,5.263,5.561,-11.07
68.0,-45.0,5,7.24,5.008,-0.64
68.0,-45.0,6,7.532,3.962,8.89
68.0,-45.0,7,7.439,4.292,12.09
68.0,-45.0,8,5.499,4.073,7.81
68.0,-45.0,9,3.099,5.192,-1.33
68.0,-45.0,10,1.401,5.063,-10.1
68.0,-45.0,11,0.085,5.4,-22.31
68.0,-45.0,12,0.0,6.483,-29.61
68.0,-30.0,1,0.0,6.659,-33.33
68.0,-30.0,2,1.019,6.723,-30.52
68.0,-30.0,3,2.767,5.5,-22.14
68.0,-30.0,4,5.347,5.315,-12.27
68.0,-30.0,5,7.356,4.987,-0.7
68.0,-30.0,6,7.567,4.831,5.9
68.0,-30.0,7,7.643,4.232,8.53
68.0,-30.0,8,5.179,4.378,6.67
68.0,-30.0,9,2.867,4.445,0.25
68.0,-30.0,10,1.327,5.777,-10.04
68.0,-30.0,11,0.179,5.473,-24.25
68.0,-30.0,12,0.0,6.101,-31.78
68.0,-15.0,1,0.032,6.753,-34.5
68.0,-15.0,2,0.69,6.38,-32.2
68.0,-15.0,3,2.686,6.114,-21.81
68.0,-15.0,4,5.168,5.674,-12.47
68.0,-15.0,5,7.287,5.548,-3.34
68.0,-15.0,6,7.46,4.6,6.41
68.0,-15.0,7,7.673,4.579,10.34
68.0,-15.0,8,5.321,4.309,6.86
68.0,-15.0,9,2.955,4.571,-3.42
68.0,-15.0,10,1.248,4.887,-12.52
68.0,-15.0,11,0.242,6.481,-24.46
68.0,-15.0,12,0.0,6.462,-32.64
68.0,0.0,1,0.0,6.647,-33.05
68.0,0.0,2,0.82,6.147,-30.84
68.0,0.0,3,2.555,5.712,-23.13
68.0,0.0,4,5.229,5.73,-11.91
68.0,0.0,5,7.152,4.68,-2.58
68.0,0.0,6,7.802,4.446,6.84
68.0,0.0,7,7.67,4.211,7.47
68.0,0.0,8,5.401,4.56,6.39
68.0,0.0,9,2.965,4.939,-1.88
68.0,0.0,10,1.207,5.628,-13.18
68.0,0.0,11,0.232,5.684,-23.34
68.0,0.0,12,0.0,7.014,-31.03
68.0,15.0,1,0.09,6.765,-34.2
68.0,15.0,2,0.702,6.604,-29.54
68.0,15.0,3,2.629,5.952,-22.99
68.0,15.0,4,5.519,5.641,-12.06
68.0,15.0,5,7.371,5.104,-1.63
68.0,15.0,6,7.621,4.722,5.58
68.0,15.0,7,7.596,4.499,10.2
68.0,15.0,8,5.419,4.221,8.47
68.0,15.0,9,2.894,5.205,-0.23
68.0,15.0,10,1.297,5.801,-9.1
68.0,15.0,11,0.318,5.789,-23.13
68.0,15.0,12,0.0,6.681,-30.14
68.0,30.0,1,0.12,6.569,-33.16
68.0,30.0,2,0.816,6.847,-29.2
68.0,30.0,3,2.589,5.922,-20.93
68.0,30.0,4,5.418,6.148,-10.64
68.0,30.0,5,7.252,5.262,0.97
68.0,30.0,6,7.484,4.554,8.95
68.0,30.0,7,7.539,4.889,11.6
68.0,30.0,8,5.316,4.757,9.59
68.0,30.0,9,2.768,4.555,1.31
68.0,30.0,10,1.317,5.603,-10.96
68.0,30.0,11,0.027,6.474,-21.57
68.0,30.0,12,0.0,6.712,-30.54
68.0,45.0,1,0.129,7.392,-34.45
68.0,45.0,2,0.902,6.489,-28.22
68.0,45.0,3,2.487,5.939,-19.78
68.0,45.0,4,5.427,5.67,-9.12
68.0,45.0,5,7.209,4.62,3.52
68.0,45.0,6,7.858,5.205,13.35
68.0,45.0,7,7.754,4.895,14.12
68.0,45.0,8,5.377,5.16,9.56
68.0,45.0,9,3.071,4.608,2.62
68.0,45.0,10,1.172,5.917,-10.73
68.0,45.0,11,0.0,5.841,-20.17
68.0,45.0,12,0.0,6.422,-28.68
68.0,60.0,1,0.172,6.381,-32.52
68.0,60.0,2,0.552,7.128,-30.27
68.0,60.0,3,2.959,5.808,-19.35
68.0,60.0,4,5.326,5.366,-6.76
68.0,60.0,5,7.331,4.797,4.17
68.0,60.0,6,7.525,4.252,13.12
68.0,60.0,7,7.655,4.491,15.52
68.0,60.0,8,5.554,4.916,12.65
68.0,60.0,9,2.72,5.006,3.71
68.0,60.0,10,1.473,5.513,-9.59
68.0,60.0,11,0.357,6.022,-20.23
68.0,60.0,12,0.04,7.047,-27.9
68.0,75.0,1,0.125,6.457,-29.53
68.0,75.0,2,0.749,6.03,-27.88
68.0,75.0,3,2.767,5.798,-19.3
68.0,75.0,4,5.421,5.753,-8.12
68.0,75.0,5,7.245,4.795,6.12
68.0,75.0,6,7.664,4.791,13.89
68.0,75.0,7,7.614,4.736,15.24
68.0,75.0,8,5.378,4.772,14.5
68.0,75.0,9,2.843,5.162,4.05
68.0,75.0,10,1.206,5.42,-6.04
68.0,75.0,11,0.305,6.134,-18.49
68.0,75.0,12,0.0,6.853,-27.43
68.0,90.0,1,0.065,6.516,-30.41
68.0,90.0,2,0.853,6.773,-26.02
68.0,90.0,3,2.719,5.704,-18.81
68.0,90.0,4,5.341,5.698,-6.8
68.0,90.0,5,7.392,5.192,3.69
68.0,90.0,6,7.578,4.915,12.54
68.0,90.0,7,7.777,4.548,16.98
68.0,90.0,8,5.48,4.702,14.92
68.0,90.0,9,2.776,5.223,6.81
68.0,90.0,10,1.181,5.577,-8.14
68.0,90.0,11,0.149,6.21,-18.69
68.0,90.0,12,0.0,6.488,-28.86
68.0,105.0,1,0.007,5.933,-31.33
68.0,105.0,2,0.808,6.468,-27.61
68.0,105.0,3,2.615,5.859,-20.91
68.0,105.0,4,5.429,5.124,-7.6
68.0,105.0,5,7.338,4.825,5.24
68.0,105.0,6,7.392,5.066,12.53
68.0,105.0,7,7.447,4.124,15.5
68.0,105.0,8,5.4,4.75,12.52
68.0,105.0,9,2.946,4.712,5.01
68.0,105.0,10,1.2,4.668,-8.67
68.0,105.0,11,0.216,6.014,-17.68
68.0,105.0,12,0.082,6.171,-28.74
68.0,120.0,1,0.19,6.821,-30.31
68.0,120.0,2,0.935,6.226,-29.21
68.0,120.0,3,2.619,5.356,-22.31
68.0,120.0,4,5.367,4.686,-9.7
68.0,120.0,5,7.298,4.24,1.73
68.0,120.0,6,7.544,4.032,10.11
68.0,120.0,7,7.712,3.405,11.6
68.0,120.0,8,5.389,4.389,10.53
68.0,120.0,9,2.871,4.647,1.13
68.0,120.0,10,1.189,5.087,-7.86
68.0,120.0,11,0.176,5.682,-18.39
68.0,120.0,12,0.067,6.409,-28.6
68.0,135.0,1,0.106,6.232,-33.05
68.0,135.0,2,0.769,6.759,-29.93
68.0,135.0,3,2.855,5.946,-21.8
68.0,135.0,4,5.257,5.428,-11.22
68.0,135.0,5,7.481,4.377,-0.58
68.0,135.0,6,7.85,4.782,8.44
68.0,135.0,7,7.626,3.89,11.58
68.0,135.0,8,5.501,3.782,9.71
68.0,135.0,9,2.893,4.501,1.1
68.0,135.0,10,1.183,5.483,-9.95
68.0,135.0,11,0.129,5.224,-21.89
68.0,135.0,12,0.0,6.06,-30.14
68.0,150.0,1,0.0,5.727,-34.72
68.0,150.0,2,0.893,5.599,-33.06
68.0,150.0,3,2.486,4.919,-22.7
68.0,150.0,4,5.365,5.586,-10.59
68.0,150.0,5,7.086,4.104,-1.04
68.0,150.0,6,7.445,4.477,6.52
68.0,150.0,7,7.673,4.147,8.84
68.0,150.0,8,5.119,3.759,5.88
68.0,150.0,9,2.945,4.4,-1.54
68.0,150.0,10,1.221,5.189,-12.21
68.0,150.0,11,0.201,5.691,-23.4
68.0,150.0,12,0.099,5.932,-31.65
68.0,165.0,1,0.211,6.649,-35.51
68.0,165.0,2,0.677,5.537,-31.87
68.0,165.0,3,2.972,5.292,-24.15
68.0,165.0,4,5.317,4.802,-12.79
68.0,165.0,5,7.286,4.387,-5.65
68.0,165.0,6,7.591,4.423,6.79
68.0,165.0,7,7.579,3.432,9.45
68.0,165.0,8,5.48,3.55,5.18
68.0,165.0,9,2.913,4.431,-0.72
68.0,165.0,10,1.422,5.284,-13.63
68.0,165.0,11,0.104,5.543,-23.42
68.0,165.0,12,0.079,5.611,-31.27
70.0,-180.0,1,0.121,5.839,-35.69
70.0,-180.0,2,0.388,5.78,-33.91
70.0,-180.0,3,2.42,5.334,-25.63
70.0,-180.0,4,5.13,5.458,-15.05
70.0,-180.0,5,7.3,3.975,-4.95
70.0,-180.0,6,7.707,3.444,3.38
70.0,-180.0,7,7.739,3.715,8.21
70.0,-180.0,8,5.297,4.202,4.7
70.0,-180.0,9,2.794,4.309,-6.32
70.0,-180.0,10,1.065,4.956,-15.36
70.0,-180.0,11,0.165,6.021,-26.1
70.0,-180.0,12,0.135,5.827,-34.53
70.0,-165.0,1,0.0,5.53,-37.21
70.0,-165.0,2,0.634,6.1,-33.68
70.0,-165.0,3,2.603,6.252,-25.5
70.0,-165.0,4,5.191,4.707,-15.37
70.0,-165.0,5,7.251,4.022,-2.05
70.0,-165.0,6,7.655,3.794,5.55
70.0,-165.0,7,7.76,4.212,9.41
70.0,-165.0,8,5.222,3.474,6.91
70.0,-165.0,9,2.554,4.357,-3.86
70.0,-165.0,10,1.147,4.737,-14.66
70.0,-165.0,11,0.049,5.286,-24.9
70.0,-165.0,12,0.0,5.656,-35.17
70.0,-150.0,1,0.157,5.731,-35.95
70.0,-150.0,2,0.756,6.34,-33.49
70.0,-150.0,3,2.604,4.916,-24.29
70.0,-150.0,4,5.437,4.777,-12.26
70.0,-150.0,5,7.411,4.799,-0.25
70.0,-150.0,6,7.611,3.522,7.93
70.0,-150.0,7,7.743,3.888,10.72
70.0,-150.0,8,5.245,3.633,7.36
70.0,-150.0,9,2.816,4.145,0.53
70.0,-150.0,10,1.069,4.893,-12.22
70.0,-150.0,11,0.0,5.167,-25.65
70.0,-150.0,12,0.0,5.971,-31.5
70.0,-135.0,1,0.012,5.365,-37.3
70.0,-135.0,2,0.608,5.612,-29.93
70.0,-135.0,3,2.539,5.473,-23.59
70.0,-135.0,4,5.308,4.662,-11.45
70.0,-135.0,5,7.466,4.736,0.95
70.0,-135.0,6,7.609,4.047,11.1
70.0,-135.0,7,7.715,3.627,13.04
70.0,-135.0,8,5.262,4.287,9.25
70.0,-135.0,9,2.697,3.766,-0.6
70.0,-135.0,10,0.796,4.501,-10.49
70.0,-135.0,11,0.111,5.431,-22.97
70.0,-135.0,12,0.053,4.908,-31.74
70.0,-120.0,1,0.0,6.618,-33.93
70.0,-120.0,2,0.81,5.774,-32.43
70.0,-120.0,3,2.248,5.848,-20.57
70.0,-120.0,4,5.205,5.427,-9.67
70.0,-120.0,5,7.442,4.553,3.59
70.0,-120.0,6,7.649,4.277,12.17
70.0,-120.0,7,7.64,4.24,14.34
70.0,-120.0,8,5.462,3.899,10.65
70.0,-120.0,9,2.763,4.211,2.91
70.0,-120.0,10,1.229,5.13,-9.41
70.0,-120.0,11,0.286,5.463,-22.54
70.0,-120.0,12,0.0,5.375,-31.24
70.0,-105.0,1,0.105,6.01,-33.54
70.0,-105.0,2,0.596,5.562,-29.88
70.0,-105.0,3,2.46,4.933,-20.87
70.0,-105.0,4,5.245,4.966,-10.85
70.0,-105.0,5,7.157,4.052,4.65
70.0,-105.0,6,7.493,3.91,12.42
70.0,-105.0,7,7.482,3.21,16.13
70.0,-105.0,8,5.138,4.335,11.71
70.0,-105.0,9,2.876,4.404,4.32
70.0,-105.0,10,0.712,5.522,-8.78
70.0,-105.0,11,0.223,5.141,-21.1
70.0,-105.0,12,0.0,5.464,-28.7
70.0,-90.0,1,0.0,6.039,-33.1
70.0,-90.0,2,0.466,6.204,-29.2
70.0,-90.0,3,2.39,6.357,-22.82
70.0,-90.0,4,5.16,5.403,-7.91
70.0,-90.0,5,7.234,5.046,2.54
70.0,-90.0,6,7.866,4.33,10.23
70.0,-90.0,7,7.648,4.082,14.38
70.0,-90.0,8,5.1,3.858,11.64
70.0,-90.0,9,2.661,4.185,2.98
70.0,-90.0,10,1.192,5.718,-8.82
70.0,-90.0,11,0.055,6.255,-22.22
70.0,-90.0,12,0.0,6.295,-30.9
70.0,-75.0,1,0.0,6.491,-33.86
70.0,-75.0,2,0.76,6.594,-30.42
70.0,-75.0,3,2.422,6.475,-23.25
70.0,-75.0,4,4.98,5.384,-11.63
70.0,-75.0,5,7.491,4.986,2.17
70.0,-75.0,6,7.451,3.578,10.41
70.0,-75.0,7,7.756,3.639,12.62
70.0,-75.0,8,5.324,4.178,11.97
70.0,-75.0,9,2.789,4.561,2.52
70.0,-75.0,10,0.872,5.401,-9.64
70.0,-75.0,11,0.182,5.327,-22.08
70.0,-75.0,12,0.083,5.97,-31.31
70.0,-60.0,1,0.0,6.701,-36.11
70.0,-60.0,2,0.438,6.128,-33.22
70.0,-60.0,3,2.629,5.266,-22.46
70.0,-60.0,4,5.325,4.879,-10.26
70.0,-60.0,5,6.994,5.133,0.22
70.0,-60.0,6,7.882,4.951,8.14
70.0,-60.0,7,7.395,4.044,11.83
70.0,-60.0,8,5.4,4.671,10.31
70.0,-60.0,9,2.559,4.918,1.16
70.0,-60.0,10,0.802,5.653,-13.68
70.0,-60.0,11,0.053,5.767,-24.8
70.0,-60.0,12,0.044,5.699,-32.31
70.0,-45.0,1,0.242,6.376,-35.34
70.0,-45.0,2,0.573,5.951,-32.88
70.0,-45.0,3,2.474,5.919,-26.08
70.0,-45.0,4,5.022,5.97,-14.27
70.0,-45.0,5,7.303,4.14,-1.35
70.0,-45.0,6,7.619,4.509,7.39
70.0,-45.0,7,7.404,4.422,10.24
70.0,-45.0,8,5.416,3.656,6.27
70.0,-45.0,9,2.601,5.101,-2.66
70.0,-45.0,10,0.677,5.893,-13.6
70.0,-45.0,11,0.076,5.369,-23.85
70.0,-45.0,12,0.0,6.382,-31.8
70.0,-30.0,1,0.028,6.625,-38.23
70.0,-30.0,2,0.47,7.397,-32.88
70.0,-30.0,3,2.494,5.153,-26.4
70.0,-30.0,4,4.961,5.13,-12.87
70.0,-30.0,5,7.252,5.459,-2.43
70.0,-30.0,6,7.667,4.562,4.81
70.0,-30.0,7,7.587,4.534,7.68
70.0,-30.0,8,5.284,4.691,7.35
70.0,-30.0,9,2.859,5.124,-4.16
70.0,-30.0,10,0.916,5.731,-14.03
70.0,-30.0,11,0.081,6.54,-23.36
70.0,-30.0,12,0.141,7.06,-33.31
70.0,-15.0,1,0.0,6.326,-36.13
70.0,-15.0,2,0.54,6.957,-33.94
70.0,-15.0,3,2.297,6.157,-26.81
70.0,-15.0,4,5.14,6.775,-14.23
70.0,-15.0,5,7.346,4.569,-4.61
70.0,-15.0,6,7.652,4.784,3.39
70.0,-15.0,7,7.717,5.168,6.87
70.0,-15.0,8,5.174,4.844,4.21
70.0,-15.0,9,2.828,5.173,-2.6
70.0,-15.0,10,1.129,5.894,-15.75
70.0,-15.0,11,0.183,5.539,-24.78
70.0,-15.0,12,0.0,5.597,-33.68
70.0,0.0,1,0.075,6.535,-36.36
70.0,0.0,2,0.556,6.406,-35.48
70.0,0.0,3,2.376,5.928,-26.87
70.0,0.0,4,5.13,6.292,-15.23
70.0,0.0,5,7.249,4.885,-3.37
70.0,0.0,6,7.62,4.134,2.81
70.0,0.0,7,7.518,4.913,7.71
